Company ID,Total Billing Across Portfolio Last Month,Marvin Gardens,Park Place,Boardwalk,Ventnor,St. James Place,Tennessee,Kentucky,Pennslyvania,,,,,,,,,,
32394811,0.09694674,0.00000000,0.00604310,0.77902880,0.16087271,0.00000000,0.36991085,0.00000000,0.00000000,,,,,,,,,,
348827137,0.00020454,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00398616,0.00000000,0.00000000,,,,,,,,,,
14271049,0.00037449,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00729835,0.00000000,0.00000000,,,,,,,,,,
20054213,0.03105407,0.00000000,0.00000000,0.00000000,0.00000000,0.14648907,0.00000000,0.00000000,0.00000000,,,,,,,,,,
32278336,0.00020554,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00400565,0.00000000,0.00000000,,,,,,,,,,
15614775,0.01782837,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.34744892,0.00000000,0.00000000,,,,,,,,,,
408308247,0.00027975,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00545190,0.00000000,0.00000000,,,,,,,,,,
140853562,0.00017645,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00343884,0.00000000,0.00000000,,,,,,,,,,
226853350,0.00027228,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00530635,0.00000000,0.00000000,,,,,,,,,,
31474405,0.00004904,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00095562,0.00000000,0.00000000,,,,,,,,,,
32866503,0.00190024,0.00000000,0.00000000,0.00000000,0.00000000,0.00896385,0.00000000,0.00000000,0.00000000,,,,,,,,,,
28493683,0.00011564,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00225370,0.00000000,0.00000000,,,,,,,,,,
33145459,-0.00000541,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00010538,0.00000000,0.00000000,,,,,,,,,,
49434552,0.00154285,0.00000000,0.00000000,0.00000000,0.00000000,0.00727799,0.00000000,0.00000000,0.00000000,,,,,,,,,,
352916618,0.00016425,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00320103,0.00000000,0.00000000,,,,,,,,,,
346089865,0.00017791,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00346727,0.00000000,0.00000000,,,,,,,,,,
28576240,0.00028974,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00564661,0.00000000,0.00000000,,,,,,,,,,
415195152,0.00000735,0.00000000,0.00000000,0.00007729,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
15844646,0.01296114,0.00000000,0.00000000,0.00000000,0.00000000,0.06114062,0.00000000,0.00000000,0.00000000,,,,,,,,,,
16400573,0.00489179,0.00000000,0.00736805,0.00000000,0.00000000,0.00000000,0.07961702,0.00000000,0.00000000,,,,,,,,,,
44322135,0.00275502,0.00000000,0.01516924,0.00000000,0.05508062,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
51071714,0.00006509,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00126860,0.00000000,0.00000000,,,,,,,,,,
14435162,0.00371987,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08101306,0.00000000,,,,,,,,,,
67994505,0.00025086,0.00000000,0.00036720,0.00000000,0.00000000,0.00000000,0.00410564,0.00000000,0.00000000,,,,,,,,,,
371606184,0.01726745,0.00000000,0.00000000,0.00000000,0.00000000,0.08145447,0.00000000,0.00000000,0.00000000,,,,,,,,,,
29362080,0.00011715,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00228313,0.00000000,0.00000000,,,,,,,,,,
20629792,0.00002941,0.00000000,0.00000000,0.00030916,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
145228615,0.00031267,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00609343,0.00000000,0.00000000,,,,,,,,,,
43698125,0.00165265,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03220765,0.00000000,0.00000000,,,,,,,,,,
562821789,0.01542743,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30065807,0.00000000,0.00000000,,,,,,,,,,
58609172,0.00007917,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00154295,0.00000000,0.00000000,,,,,,,,,,
49365767,0.00032654,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00636373,0.00000000,0.00000000,,,,,,,,,,
370018082,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
158711821,0.00187745,0.00000000,0.00000000,0.00000000,0.00000000,0.00885635,0.00000000,0.00000000,0.00000000,,,,,,,,,,
39698486,0.00246305,0.00246305,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
359514981,0.00736214,0.00241267,0.00000000,0.01255503,0.00000000,0.00552879,0.02208302,0.03157794,0.00000000,,,,,,,,,,
369209280,0.00061221,0.00000000,0.00124423,0.00192690,0.00986509,0.00022283,0.00000000,0.00107646,0.00000000,,,,,,,,,,
355029860,0.00202466,0.00105418,0.00000000,0.00000000,0.00000000,0.00000000,0.01891314,0.00000000,0.00000000,,,,,,,,,,
346746335,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
9306384,0.00067485,0.00000000,0.00000000,0.00709421,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
23216845,0.00008469,0.00000000,0.00000000,0.00000000,0.00000000,0.00039948,0.00000000,0.00000000,0.00000000,,,,,,,,,,
170590294,0.00000489,0.00000000,0.00000000,0.00005136,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
27463371,0.00016118,0.00000000,0.00000000,0.00169431,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
369624203,0.00191759,0.00191759,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
12227700,-0.00041618,0.00000000,0.00000000,0.00000000,0.00000000,-0.00196320,0.00000000,0.00000000,0.00000000,,,,,,,,,,
371935086,0.00499404,0.00154775,0.00000000,0.00530074,0.00000000,0.00686372,0.01258452,0.01832150,0.00000000,,,,,,,,,,
12763715,0.00751189,0.00751189,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
356937887,0.00137690,0.00000000,0.01257969,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
21924655,0.00230360,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04489377,0.00000000,0.00000000,,,,,,,,,,
354561884,0.00167055,0.00000000,0.01526259,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
92242673,0.00040500,0.00040500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
136855787,0.00031127,0.00000000,0.00000000,0.00327212,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
63767787,0.00919334,0.00919334,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
461264274,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
347198798,0.00082557,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01608918,0.00000000,0.00000000,,,,,,,,,,
346650256,0.00061583,0.00000000,0.00000000,0.00647374,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
44241896,0.00504015,0.00504015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
414800196,0.00100222,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02182681,0.00000000,,,,,,,,,,
405857085,0.00004651,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00101292,0.00000000,,,,,,,,,,
25217697,0.00354759,0.00000000,0.00000000,0.00000000,0.00000000,0.01673481,0.00000000,0.00000000,0.00000000,,,,,,,,,,
216875381,0.00133987,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02611203,0.00000000,0.00000000,,,,,,,,,,
41865924,0.00062891,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01225646,0.00000000,0.00000000,,,,,,,,,,
398108650,0.00115034,0.00115034,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
76170856,0.00539895,0.00000000,0.03487822,0.00434698,0.02036790,0.00000000,0.01487119,0.00000000,0.00000000,,,,,,,,,,
348419347,0.00587902,0.00587902,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
365413893,0.00126262,0.00126262,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
6980502,0.00058426,0.00000000,0.00000000,0.00614183,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
345103690,0.00336293,0.00336293,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
374926591,0.00068939,0.00000000,0.00000000,0.00000000,0.00000000,0.00325200,0.00000000,0.00000000,0.00000000,,,,,,,,,,
440804842,0.00195706,0.00195706,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
24937986,0.00450246,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08774638,0.00000000,0.00000000,,,,,,,,,,
357395597,0.00053278,0.00014073,0.00000000,0.00104552,0.00403852,0.00078358,0.00090072,0.00000000,0.00000000,,,,,,,,,,
2048323,0.00041130,0.00041130,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
57134512,0.00926453,0.00926453,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
2555990,0.02716998,0.00000000,0.00000000,0.00000000,0.00000000,0.12816695,0.00000000,0.00000000,0.00000000,,,,,,,,,,
351170319,0.00042934,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00935044,0.00000000,,,,,,,,,,
51825759,0.00042585,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00829928,0.00000000,0.00000000,,,,,,,,,,
350944369,0.00126810,0.00000000,0.00000000,0.00000000,0.00000000,0.00598192,0.00000000,0.00000000,0.00000000,,,,,,,,,,
1264858,0.00034195,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00744705,0.00000000,,,,,,,,,,
363458278,0.00014596,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00284456,0.00000000,0.00000000,,,,,,,,,,
354474492,0.00180383,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03515408,0.00000000,0.00000000,,,,,,,,,,
346804740,0.00032046,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00697911,0.00000000,,,,,,,,,,
348058664,0.00115260,0.00000000,0.00000000,0.00000000,0.00000000,0.00543708,0.00000000,0.00000000,0.00000000,,,,,,,,,,
120571151,0.00068541,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01335771,0.00000000,0.00000000,,,,,,,,,,
32605765,0.00741480,0.00000000,0.00000000,0.00000000,0.00000000,0.03497730,0.00000000,0.00000000,0.00000000,,,,,,,,,,
474232922,0.00020533,0.00020533,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
6178232,0.00089636,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01746876,0.00000000,0.00000000,,,,,,,,,,
372175531,0.00144006,0.00000000,0.01315675,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
84607197,0.00129793,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02529478,0.00000000,0.00000000,,,,,,,,,,
462258491,0.00089319,0.00000000,0.00000000,0.00000000,0.00000000,0.00421337,0.00000000,0.00000000,0.00000000,,,,,,,,,,
344387689,0.00139036,0.00000000,0.00000000,0.00000000,0.00000000,0.00655865,0.00000000,0.00000000,0.00000000,,,,,,,,,,
348300816,0.00085504,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01666354,0.00000000,0.00000000,,,,,,,,,,
398171175,0.00106249,0.00000000,0.00000000,0.01116909,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
57362921,0.00117195,0.00117195,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
37966124,0.00090409,0.00090409,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
398051213,0.00140283,0.00000000,0.00000000,0.00000000,0.00000000,0.00661749,0.00000000,0.00000000,0.00000000,,,,,,,,,,
368288784,0.00149266,0.00000000,0.00000000,0.00000000,0.01735274,0.00000000,0.02236866,0.00000000,0.00000000,,,,,,,,,,
41341781,0.00616475,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12014200,0.00000000,0.00000000,,,,,,,,,,
76480699,0.00183981,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03585515,0.00000000,0.00000000,,,,,,,,,,
371692234,0.00288623,0.00288623,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
348311456,0.00151203,0.00151203,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
437199885,0.00054257,0.00054257,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
346379643,0.00203319,0.00000000,0.00000000,0.00000000,0.00000000,0.00959101,0.00000000,0.00000000,0.00000000,,,,,,,,,,
351173455,0.00484065,0.00286116,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04311030,0.00000000,,,,,,,,,,
123339544,0.00089908,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01752174,0.00000000,0.00000000,,,,,,,,,,
12289902,0.00399830,0.00000000,0.01798071,0.00000000,0.00000000,0.00000000,0.03956643,0.00000000,0.00000000,,,,,,,,,,
396037566,0.00127966,0.00127966,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
68420924,0.00542576,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10574017,0.00000000,0.00000000,,,,,,,,,,
24775647,0.00100004,0.00000000,0.00000000,0.01051257,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
27164812,0.00057171,0.00057171,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
356024043,0.00093583,0.00000000,0.00000000,0.00000000,0.00000000,0.00441451,0.00000000,0.00000000,0.00000000,,,,,,,,,,
19533039,0.00081766,0.00000000,0.00000000,0.00859540,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
353406915,0.02712324,0.02712324,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
449909523,0.00239110,0.00239110,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
481308494,0.00062949,0.00062949,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
25809605,0.00070180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01367698,0.00000000,0.00000000,,,,,,,,,,
115523808,0.00057460,0.00057460,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
19663501,0.00358139,0.00358139,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
350909960,0.00200965,0.00131881,0.00631170,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
28426904,0.00098649,0.00098649,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
358583767,0.01520550,0.00000000,0.00000000,0.00000000,0.00000000,0.07172780,0.00000000,0.00000000,0.00000000,,,,,,,,,,
3261240,0.00124471,0.00124471,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
24133826,0.00081137,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01581235,0.00000000,0.00000000,,,,,,,,,,
482494619,0.00112189,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02186405,0.00000000,0.00000000,,,,,,,,,,
43008620,0.00387148,0.00387148,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
58411156,0.00645490,0.00000000,0.00000000,0.02192972,0.05652154,0.00000000,0.02868809,0.03862186,0.00000000,,,,,,,,,,
397525154,0.00269405,0.00234015,0.00194801,0.00000000,0.00707817,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
137150662,0.00064337,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01253827,0.00000000,0.00000000,,,,,,,,,,
23202721,0.00037132,0.00037132,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
480576863,0.00030900,0.00030900,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
12880807,0.00006995,0.00000000,0.00000000,0.00000000,0.00000000,0.00032998,0.00000000,0.00000000,0.00000000,,,,,,,,,,
346032199,0.00136067,0.00000000,0.00000000,0.00578174,0.00000000,0.00000000,0.01579875,0.00000000,0.00000000,,,,,,,,,,
343741499,0.00104287,0.00000000,0.00000000,0.00000000,0.00000000,0.00491945,0.00000000,0.00000000,0.00000000,,,,,,,,,,
53350801,0.00061383,0.00000000,0.00000000,0.00654416,-0.00043794,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
348481318,0.00078244,0.00000000,0.00714859,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
36291411,0.00066448,0.00000000,0.00000000,0.00698510,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
347952499,0.00032646,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00710969,0.00000000,,,,,,,,,,
348430186,0.01214761,0.00003303,0.00000000,0.06372004,0.00000000,0.00000000,0.11796492,0.00000000,0.00000000,,,,,,,,,,
28282752,0.00135662,0.00000000,0.00538588,0.00000000,0.00000000,0.00000000,0.01494985,0.00000000,0.00000000,,,,,,,,,,
358761696,0.00171847,0.00000000,0.00000000,0.00000000,0.00000000,0.00810641,0.00000000,0.00000000,0.00000000,,,,,,,,,,
371647623,0.00565412,0.00000000,0.00000000,0.00000000,0.00000000,0.02667175,0.00000000,0.00000000,0.00000000,,,,,,,,,,
353889664,0.00219669,0.00000000,0.00000000,0.00000000,0.00000000,0.01036230,0.00000000,0.00000000,0.00000000,,,,,,,,,,
346556803,0.00225838,0.00000000,0.00000000,0.02374051,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
363774838,0.00012737,0.00000000,0.00000000,0.00133894,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
34275650,0.00034537,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00673074,0.00000000,0.00000000,,,,,,,,,,
27755030,0.00552348,0.00000000,0.00000000,0.05806394,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
565950497,0.00492062,0.00239083,0.00000000,0.00000000,0.00000000,0.00000000,0.04930188,0.00000000,0.00000000,,,,,,,,,,
470677993,0.00054014,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01176342,0.00000000,,,,,,,,,,
57820617,0.00122419,0.00000000,0.00746626,0.00000000,0.02047769,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
75532567,0.00061560,0.00000000,0.00000000,0.00000000,0.00000000,0.00290392,0.00000000,0.00000000,0.00000000,,,,,,,,,,
348444916,0.00052008,0.00052008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
441325878,0.00037416,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00814853,0.00000000,,,,,,,,,,
22023446,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
543403,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
347508846,0.00007376,0.00000000,0.00000000,0.00000000,0.00000000,0.00034794,0.00000000,0.00000000,0.00000000,,,,,,,,,,
24483219,0.00024296,0.00000000,0.00000000,0.00000000,0.00000000,0.00114611,0.00000000,0.00000000,0.00000000,,,,,,,,,,
346097446,0.00051522,0.00000000,0.00000000,0.00000000,0.00000000,0.00243042,0.00000000,0.00000000,0.00000000,,,,,,,,,,
454881960,0.00840312,0.00000000,0.00000000,0.00000000,0.00000000,0.03963941,0.00000000,0.00000000,0.00000000,,,,,,,,,,
77433315,0.00062111,0.00000000,0.00000000,0.00000000,0.00000000,0.00292989,0.00000000,0.00000000,0.00000000,,,,,,,,,,
12406280,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
74532025,0.00032793,0.00000000,0.00000000,0.00000000,0.00000000,0.00154690,0.00000000,0.00000000,0.00000000,,,,,,,,,,
116244586,0.00065610,0.00000000,0.00000000,0.00000000,0.00000000,0.00309497,0.00000000,0.00000000,0.00000000,,,,,,,,,,
412533,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
371675169,0.00180139,0.00000000,0.00000000,0.00000000,0.00000000,0.00849757,0.00000000,0.00000000,0.00000000,,,,,,,,,,
18387187,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
358220337,0.00363610,0.00000000,0.00000000,0.00000000,0.00000000,0.01715231,0.00000000,0.00000000,0.00000000,,,,,,,,,,
22774633,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
356795454,0.00042586,0.00000000,0.00000000,0.00000000,0.00000000,0.00200889,0.00000000,0.00000000,0.00000000,,,,,,,,,,
356103192,0.00089852,0.00000000,0.00000000,0.00000000,0.00000000,0.00423853,0.00000000,0.00000000,0.00000000,,,,,,,,,,
20467876,0.00215524,0.00000000,0.00000000,0.00000000,0.00000000,0.01016677,0.00000000,0.00000000,0.00000000,,,,,,,,,,
48301568,0.00023020,0.00000000,0.00000000,0.00000000,0.00000000,0.00108590,0.00000000,0.00000000,0.00000000,,,,,,,,,,
15974669,0.00082052,0.00000000,0.00000000,0.00000000,0.00000000,0.00387058,0.00000000,0.00000000,0.00000000,,,,,,,,,,
16061373,0.00065889,0.00000000,0.00000000,0.00000000,0.00000000,0.00310814,0.00000000,0.00000000,0.00000000,,,,,,,,,,
54349714,0.00301719,0.00000000,0.00000000,0.00000000,0.00000000,0.01423275,0.00000000,0.00000000,0.00000000,,,,,,,,,,
92095275,0.00032882,0.00000000,0.00000000,0.00000000,0.00000000,0.00155111,0.00000000,0.00000000,0.00000000,,,,,,,,,,
4595783,0.00021826,0.00000000,0.00000000,0.00000000,0.00000000,0.00102958,0.00000000,0.00000000,0.00000000,,,,,,,,,,
347472312,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
58231616,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
68799582,0.00520486,0.00000000,0.00000000,0.00000000,0.00000000,0.02455252,0.00000000,0.00000000,0.00000000,,,,,,,,,,
344958910,0.00015154,0.00000000,0.00000000,0.00000000,0.00000000,0.00071483,0.00000000,0.00000000,0.00000000,,,,,,,,,,
77939460,0.00674657,0.00000000,0.00000000,0.00000000,0.00000000,0.03182512,0.00000000,0.00000000,0.00000000,,,,,,,,,,
351252790,0.00015950,0.00000000,0.00000000,0.00000000,0.00000000,0.00075242,0.00000000,0.00000000,0.00000000,,,,,,,,,,
86377563,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
346496272,0.00192799,0.00000000,0.00000000,0.00000000,0.00000000,0.00909476,0.00000000,0.00000000,0.00000000,,,,,,,,,,
223642063,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,,,,,,,
30540911,0.00018282,0.00000000,0.00000000,0.00000000,0.00000000,0.00086240,0.00000000,0.00000000,0.00000000,,,,,,,,,,
27577209,0.00181663,0.00000000,0.00000000,0.00000000,0.00000000,0.00856945,0.00000000,0.00000000,0.00000000,,,,,,,,,,
124076072,0.00184353,0.00000000,0.00000000,0.00000000,0.00000000,0.00869633,0.00000000,0.00000000,0.00000000,,,,,,,,,,
346699408,0.00233431,0.00000000,0.00000000,0.00000000,0.00000000,0.01101149,0.00000000,0.00000000,0.00000000,,,,,,,,,,
76301059,0.00079624,0.00000000,0.00000000,0.00000000,0.00000000,0.00375605,0.00000000,0.00000000,0.00000000,,,,,,,,,,
355658402,0.00041405,0.00000000,0.00000000,0.00000000,0.00000000,0.00195314,0.00000000,0.00000000,0.00000000,,,,,,,,,,
26838309,0.00025438,0.00000000,0.00000000,0.00000000,0.00000000,0.00119997,0.00000000,0.00000000,0.00000000,,,,,,,,,,
76942564,0.00095048,0.00000000,0.00000000,0.00000000,0.00000000,0.00448362,0.00000000,0.00000000,0.00000000,,,,,,,,,,
